age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
39,Male,83695,4.52,10,15,4.21,3.34,1.2,4,4.72,2.69,5.58,8.86,60.69,82.7,0.37,0.57,0.18,0.25,0.31,0.9,7.54,39,241,0.5,7,1,271.11,3,5.99,8.18,6.32,24.39,11.52,2.74,5.06,37,4
13,Male,57985,5.36,18,13,7.5,0.18,0.71,4,7.08,6.6,10.0,6.34,87.22,72.53,2.7,0.28,0.25,0.16,0.45,0.39,4.9,42,364,1.57,3,1,316.23,1,4.7,3.41,5.39,21.06,6.73,6.51,3.39,54,6
20,Other,135648,3.52,38,16,8.77,5.99,0.58,8,2.86,9.68,3.19,5.09,78.31,47.31,2.95,0.84,0.37,0.21,0.33,0.5,23.08,3,30,0.07,6,1,0.07,1,6.36,5.19,7.56,18.19,7.33,3.1,3.7,2,4
32,Other,90220,1.65,22,3,9.5,0.3,2.24,8,5.04,4.65,8.91,9.76,65.49,66.64,2.17,0.66,0.33,0.23,0.49,0.19,1.97,2,187,3.16,1,1,134.58,4,0.81,5.45,3.54,27.9,8.08,5.37,4.04,27,2
15,Female,20073,7.29,16,15,7.81,1.66,0.32,7,4.39,10.0,4.3,6.61,64.32,70.16,6.03,0.36,0.22,0.45,0.42,0.57,19.93,6,185,2.34,4,0,1703.3,3,3.7,4.11,9.19,21.26,13.57,6.07,6.3,10,8
21,Female,136275,1.57,12,21,4.94,0.95,2.56,6,5.14,3.6,4.97,5.78,51.12,47.11,0.61,0.76,0.4,0.39,0.48,0.65,2.13,23,74,3.92,9,0,27.49,7,8.27,6.14,8.81,22.64,2.76,5.73,1.0,53,3
53,Male,124488,2.88,22,9,8.71,1.91,0.5,2,4.49,3.16,9.53,3.25,69.62,57.7,1.84,0.47,0.34,0.39,0.6,0.32,11.44,6,92,2.44,6,0,406.55,6,4.53,4.84,6.02,21.2,4.72,6.42,0.0,83,10
23,Female,38474,1.89,28,0,4.03,2.83,0.92,3,4.56,7.06,8.7,9.61,88.31,55.51,1.86,0.31,0.3,0.51,0.3,0.33,5.08,38,192,2.06,5,1,1379.31,4,7.89,4.93,6.7,27.37,8.51,3.69,6.89,2,6
17,Female,44056,3.51,27,24,6.32,1.32,1.89,9,6.51,4.37,5.37,7.78,79.74,81.51,2.85,0.6,0.39,0.08,0.34,0.41,8.51,35,402,5.53,4,0,608.15,6,6.15,7.7,6.38,22.17,7.24,5.9,3.18,0,2
15,Male,91012,2.68,10,2,8.44,1.63,11.79,10,5.05,4.32,8.53,7.24,65.14,82.77,1.02,0.74,0.2,0.58,0.34,0.4,4.41,20,127,4.31,0,1,1615.84,8,4.7,3.94,7.37,24.41,5.33,6.48,6.64,64,9
17,Female,118965,3.02,38,15,6.52,2.81,2.07,1,3.5,4.72,5.58,4.69,85.19,81.08,3.16,0.21,0.39,0.47,0.7,0.25,3.34,19,375,2.09,0,1,181.79,6,4.24,4.9,4.03,20.97,5.78,7.43,1.57,69,6
49,Other,68253,5.71,33,14,6.29,0.76,2.66,8,6.37,8.57,7.79,7.08,54.86,77.23,2.9,0.63,0.02,0.66,0.89,0.48,4.33,5,361,1.37,6,1,402.74,6,2.22,6.1,8.09,20.17,6.77,6.82,6.94,77,10
48,Female,103869,4.86,36,13,6.49,7.8,3.49,3,7.52,2.39,5.47,4.67,54.51,72.0,3.87,0.55,0.44,0.09,0.82,0.47,3.99,35,430,0.97,6,1,310.85,5,8.98,3.6,4.33,27.45,8.27,6.78,5.07,17,9
34,Female,92950,6.42,33,13,8.01,0.06,1.64,8,1.09,1.71,2.16,5.0,54.7,83.2,6.53,0.22,0.14,0.7,0.15,0.44,0.85,26,405,0.6,7,1,671.98,2,6.4,5.87,4.39,15.42,8.58,2.06,6.22,71,2
20,Female,109436,2.79,10,21,8.39,3.26,2.28,9,3.57,1.65,6.33,6.87,82.96,82.85,0.62,0.5,0.11,0.21,0.12,0.81,1.31,10,452,1.93,6,1,1159.44,4,4.24,5.34,6.58,26.55,3.83,4.48,3.84,53,5
27,Male,10970,9.03,25,6,8.29,0.11,0.36,7,3.47,4.49,7.09,4.65,45.14,72.04,5.4,0.94,0.63,0.28,0.26,0.34,5.95,42,462,1.38,4,0,676.02,6,5.66,7.29,4.35,24.1,11.72,7.08,4.68,18,2
57,Female,39600,6.26,3,4,7.3,0.9,1.06,3,5.42,7.83,4.56,7.42,60.5,75.06,4.98,0.44,0.15,0.37,0.34,0.81,0.59,4,38,0.98,10,0,18.67,2,9.55,4.69,4.11,23.33,6.82,8.44,6.25,4,3
41,Male,107936,5.06,21,14,6.95,7.02,2.4,8,6.16,3.2,5.23,8.46,87.2,37.07,3.43,0.22,0.69,0.2,0.7,0.64,2.67,49,43,2.46,2,1,147.31,7,3.25,5.94,6.15,27.9,6.19,4.61,5.61,14,6
29,Female,42245,3.0,21,6,3.32,3.38,1.66,10,8.66,5.53,7.98,8.27,46.12,73.95,1.65,0.99,0.03,0.62,0.43,0.77,5.39,15,390,1.38,4,1,263.56,2,4.4,3.55,5.43,17.92,6.75,3.46,3.06,30,9
27,Other,36123,3.04,12,18,8.9,3.89,1.06,3,2.95,6.34,10.0,3.62,98.04,57.75,2.64,0.54,0.66,0.53,0.85,0.51,7.25,49,364,5.16,8,0,343.89,2,3.32,3.51,8.24,27.66,3.47,3.79,4.33,12,4
49,Female,23986,3.26,1,11,8.32,6.33,0.11,5,6.2,2.35,8.76,5.26,86.6,62.72,3.47,0.47,0.32,0.68,0.3,0.08,4.79,18,51,0.92,5,1,367.01,3,9.25,4.76,5.03,27.22,4.24,3.3,2.17,34,10
40,Male,34095,5.17,21,1,9.97,1.27,1.12,6,3.94,3.13,7.83,3.1,71.89,92.79,2.84,0.45,0.25,0.28,0.84,0.18,19.05,22,177,2.88,4,1,458.12,9,5.58,5.2,2.97,23.74,13.77,8.24,4.55,22,7
25,Female,110920,1.87,33,1,8.93,3.21,0.19,10,3.38,5.92,9.91,3.63,63.57,90.73,0.39,0.73,0.37,0.66,0.91,0.17,5.07,34,310,1.77,7,0,223.34,9,1.21,4.82,3.31,19.76,6.35,3.04,4.75,90,3
29,Male,85744,11.53,33,21,5.25,2.18,0.61,10,7.86,3.86,5.1,9.55,88.82,68.58,5.95,0.62,0.04,0.67,0.67,0.6,7.94,35,121,1.12,5,0,451.23,1,3.23,4.89,7.97,27.1,15.33,5.17,8.49,33,2
47,Male,131827,1.09,38,22,7.82,0.15,2.13,8,5.76,4.1,4.96,4.51,62.26,38.0,0.38,0.18,0.12,0.42,0.49,0.14,15.49,30,244,2.24,5,1,206.96,3,4.32,6.73,6.46,23.6,3.83,4.93,5.72,6,1
26,Female,69581,5.96,22,21,4.29,0.6,1.67,7,2.3,3.42,3.66,3.08,72.34,54.95,2.87,0.55,0.33,0.37,0.64,0.21,5.64,2,261,1.09,10,1,109.95,9,6.44,3.18,6.55,27.54,10.53,2.58,3.59,17,8
13,Female,43102,2.17,20,7,6.59,1.33,0.05,9,6.53,7.19,5.82,4.59,64.97,71.79,2.59,0.32,0.25,0.69,0.93,0.54,2.22,36,128,1.98,10,1,101.29,5,5.8,3.12,9.88,20.09,4.3,5.55,0.0,78,8
51,Other,149483,5.76,22,2,6.74,0.36,3.97,6,4.84,7.05,8.35,6.62,66.38,63.18,4.39,0.3,0.11,0.67,0.54,0.2,2.72,37,70,2.5,1,1,128.57,7,9.07,4.74,8.37,25.41,8.6,6.56,1.82,78,4
37,Male,80926,6.21,20,10,7.13,0.33,1.82,4,4.58,8.42,4.07,8.94,76.83,49.04,3.57,0.81,0.19,0.36,0.68,0.63,4.68,22,164,0.4,6,1,182.92,4,8.09,4.73,3.95,25.45,12.49,7.53,5.58,31,3
59,Male,122474,6.61,34,9,5.73,0.76,2.02,1,6.3,9.83,7.44,4.14,77.67,93.72,5.56,0.64,0.08,0.34,0.5,0.55,5.59,46,203,1.23,8,0,1419.16,0,4.08,1.14,5.5,21.29,11.91,3.67,4.16,21,5
18,Other,52180,4.15,1,19,6.46,6.48,1.59,6,5.38,3.87,3.04,4.95,46.02,84.56,2.84,0.88,0.23,0.81,0.67,0.56,2.52,11,322,0.77,0,0,21.6,1,5.47,5.47,5.19,23.99,5.45,6.65,4.42,1,6
17,Female,76795,1.93,14,7,9.36,7.17,2.4,5,9.54,8.71,6.87,8.63,71.46,79.37,0.41,0.69,0.25,0.77,0.62,0.51,3.2,42,186,3.22,2,0,143.1,2,4.58,2.6,9.9,19.92,5.36,4.6,5.74,68,3
54,Other,96991,5.1,17,4,5.09,2.47,1.84,10,1.88,9.91,3.68,3.79,64.49,82.58,3.15,0.58,0.11,0.51,0.56,0.41,12.64,6,188,4.29,6,1,172.08,0,7.97,5.55,4.54,23.03,6.26,4.28,8.78,21,3
30,Female,15401,5.24,26,24,8.67,1.37,0.87,3,3.36,5.19,8.43,6.29,64.74,84.48,2.8,0.08,0.15,0.27,0.65,0.21,2.3,43,342,0.8,1,1,693.09,0,8.19,2.57,8.23,23.52,5.94,6.04,3.93,24,3
41,Male,104400,4.41,19,13,2.54,3.49,1.72,9,3.14,2.55,4.26,8.14,64.82,58.74,3.63,0.91,0.68,0.07,0.59,0.27,4.71,49,118,0.71,0,1,338.69,1,1.76,6.44,4.83,23.45,9.18,5.46,1.54,32,6
23,Female,127560,0.57,18,10,6.17,5.99,1.89,8,5.6,3.22,2.87,8.5,53.12,70.98,2.66,0.64,0.32,0.05,0.3,0.4,5.34,19,26,3.06,1,0,22.13,0,2.7,8.0,6.18,24.59,1.75,4.83,6.01,48,7
56,Female,46599,1.86,29,2,7.46,0.57,0.24,8,3.44,5.53,9.36,2.42,39.65,81.82,0.55,0.64,0.48,0.58,0.42,0.58,5.25,6,148,0.96,4,1,604.12,9,3.67,3.48,7.36,25.9,4.9,5.85,8.74,70,6
28,Female,102812,8.79,27,18,8.7,1.3,1.35,3,7.34,3.67,4.74,3.15,59.76,61.02,5.99,0.17,0.57,0.37,0.26,0.3,2.08,40,204,0.48,4,1,275.08,10,5.39,6.75,6.4,21.58,13.5,3.8,3.58,18,5
17,Male,111711,1.88,8,17,8.74,0.41,0.74,9,6.62,3.5,10.0,6.16,58.82,41.29,1.67,0.23,0.41,0.46,0.36,0.28,12.42,14,284,8.93,4,0,463.01,8,2.02,4.53,5.28,23.77,6.95,5.01,10.0,14,7
47,Female,79185,4.63,37,10,6.57,2.02,5.07,4,6.28,3.34,5.37,4.2,57.16,76.66,3.13,0.23,0.05,0.41,0.18,0.75,4.1,38,432,2.84,4,0,231.09,4,5.39,5.55,6.39,25.06,7.98,4.86,5.63,48,3
49,Female,75650,1.55,39,20,8.92,4.92,1.67,5,3.5,10.0,6.83,8.06,45.29,66.44,0.26,0.14,0.69,0.58,0.83,0.49,1.72,33,19,1.81,3,0,156.94,3,5.73,6.52,4.91,21.88,6.68,0.53,5.82,83,2
30,Female,82623,5.66,13,0,5.72,0.05,1.14,8,6.43,5.52,6.62,6.67,75.02,78.12,2.43,0.39,0.17,0.31,0.64,0.52,6.28,5,21,1.27,10,0,1264.75,1,6.54,3.11,7.51,26.92,7.7,9.12,1.73,59,5
16,Female,99669,1.15,5,17,7.99,1.41,1.54,8,4.76,9.02,7.43,4.87,63.78,27.95,0.4,0.76,0.25,0.73,0.3,0.7,3.56,22,55,0.67,8,1,364.55,1,5.07,4.8,5.32,27.87,4.53,6.39,4.27,98,2
38,Female,109354,2.33,2,14,7.26,0.91,1.9,1,3.38,5.26,3.01,8.15,79.63,54.06,1.58,0.14,0.4,0.3,0.52,0.51,5.01,14,485,4.73,5,1,172.0,10,2.89,7.35,5.05,21.31,8.03,4.14,0.9,34,2
19,Male,91636,0.67,13,5,6.81,2.69,0.88,3,5.71,1.51,4.58,7.3,49.46,73.12,0.32,0.38,0.49,0.28,0.33,0.33,2.49,14,188,1.99,8,0,252.4,3,3.02,6.86,6.19,29.53,7.69,4.49,4.66,84,7
14,Female,13207,4.34,27,22,8.12,1.04,7.35,5,7.21,5.35,7.68,3.11,74.73,61.99,4.52,0.69,0.23,0.14,0.87,0.76,1.34,39,26,0.38,10,0,1071.88,10,5.53,6.1,9.49,30.32,7.24,6.3,2.49,7,5
23,Male,113509,2.91,2,6,7.37,2.72,0.33,6,4.77,6.04,4.69,8.37,80.09,69.48,1.23,0.88,0.38,0.16,0.4,0.42,4.7,40,194,0.91,8,0,166.82,7,6.69,5.2,7.54,29.53,7.85,6.09,3.66,31,9
27,Male,90496,8.53,26,6,8.73,3.47,0.4,4,5.22,3.61,4.94,9.0,80.46,67.45,6.96,0.15,0.46,0.29,0.71,0.91,3.77,16,429,2.9,9,0,670.94,10,5.95,1.65,6.24,18.71,12.16,1.57,6.6,37,6
35,Male,50356,4.1,16,20,5.99,2.42,1.65,10,8.56,5.68,6.48,6.59,68.58,75.21,3.04,0.25,0.07,0.57,0.85,0.31,8.04,44,243,2.14,9,1,234.94,3,9.74,4.69,9.49,27.45,7.18,8.67,6.15,41,4
18,Female,75063,4.52,26,8,7.48,0.99,5.29,1,5.17,3.85,1.91,8.74,40.32,62.16,2.21,0.66,0.26,0.59,0.92,0.81,2.57,33,74,2.82,8,0,997.16,4,5.02,1.32,2.41,19.78,8.33,6.03,3.87,1,1
13,Female,91538,2.53,23,10,10.55,2.62,1.99,5,4.45,3.34,6.45,4.51,50.16,84.86,0.34,0.16,0.42,0.33,0.61,0.31,1.8,2,257,1.82,9,1,475.68,7,6.09,5.07,6.31,26.57,6.96,5.32,0.46,84,3
33,Male,92714,6.63,34,4,8.43,0.86,3.51,1,3.99,5.25,6.3,4.81,59.53,44.8,4.06,0.38,0.17,0.26,0.33,0.57,3.81,45,426,0.63,10,0,40.6,10,7.33,3.7,7.74,20.38,9.43,7.83,4.17,67,4
57,Female,55986,6.58,9,16,9.46,0.59,0.54,2,5.6,5.51,8.8,5.98,97.1,100.0,5.63,0.53,0.25,0.75,0.67,0.2,5.2,18,245,1.53,0,0,278.85,9,1.29,5.76,5.12,16.43,8.34,5.37,2.08,17,10
20,Male,32656,1.15,39,16,4.74,0.49,2.9,10,3.4,2.53,5.59,7.41,68.72,45.59,0.0,0.29,0.42,0.47,0.61,0.14,7.01,35,99,0.49,0,1,638.73,3,7.2,5.63,6.76,20.14,6.61,2.53,5.29,95,4
39,Female,105320,5.63,26,0,6.54,3.49,0.2,1,3.06,3.83,6.14,4.99,71.71,62.59,2.27,0.65,0.54,0.38,0.41,0.73,6.17,0,90,3.4,1,0,179.9,3,10.0,3.36,6.95,20.78,7.02,2.97,5.4,79,9
47,Male,86885,1.76,37,15,5.93,4.19,0.21,1,3.95,3.38,4.81,6.01,59.07,81.16,0.0,0.83,0.32,0.53,0.94,0.64,9.31,1,325,3.32,2,0,634.16,10,5.15,5.28,2.54,25.46,5.47,6.59,8.5,39,5
52,Female,114273,8.22,11,22,5.66,4.14,0.56,2,5.54,1.7,6.33,7.7,77.32,80.04,6.53,0.37,0.03,0.2,0.38,0.65,4.66,10,435,0.38,1,1,144.76,9,0.96,7.53,5.86,20.94,11.88,3.55,0.0,33,1
33,Male,22860,2.62,9,9,6.25,0.28,2.55,2,7.11,7.21,3.01,4.36,83.39,59.13,1.44,0.39,0.05,0.4,0.73,0.75,19.72,22,156,1.04,6,0,441.5,4,3.8,4.28,2.72,20.83,11.21,6.64,6.25,32,8
59,Female,119087,6.57,36,5,7.31,3.27,8.87,7,3.67,5.22,8.64,8.35,51.61,60.73,4.88,0.71,0.18,0.4,0.38,0.57,2.6,3,424,2.72,9,0,441.42,4,5.94,6.05,10.0,28.21,13.27,1.18,2.64,79,9
51,Male,18704,1.27,25,22,5.8,0.46,3.1,5,3.68,3.58,8.28,7.28,47.72,76.76,0.34,0.74,0.18,0.17,0.31,0.77,5.12,16,478,1.4,2,1,142.87,9,5.71,4.71,6.75,27.11,8.13,5.8,4.65,1,7
59,Female,25486,2.7,5,23,7.29,4.73,1.3,10,6.2,3.76,10.0,3.66,62.93,67.8,1.79,0.77,0.18,0.29,0.78,0.24,3.61,1,463,1.21,6,0,576.66,10,3.24,2.84,5.27,27.21,8.58,3.1,7.24,79,1
40,Male,7931,2.38,23,22,5.9,7.51,0.55,2,0.07,6.86,5.25,8.66,65.26,87.74,3.59,0.43,0.49,0.3,0.63,0.26,4.79,10,227,1.9,6,0,241.06,8,3.72,3.43,4.75,20.0,14.35,1.76,2.94,68,8
45,Male,42484,3.84,25,4,8.78,1.05,4.21,9,4.33,0.0,1.13,6.7,66.12,62.05,2.18,0.49,0.39,0.65,0.19,0.32,7.72,46,471,2.22,2,0,357.36,8,5.2,7.56,6.77,31.66,9.24,4.53,2.53,78,7
23,Male,85442,3.24,34,14,4.24,0.76,1.68,10,4.41,3.97,1.5,6.4,77.66,82.44,0.41,0.29,0.26,0.13,0.68,0.64,10.78,38,181,0.6,8,0,239.74,5,5.89,5.45,9.34,24.31,6.37,3.19,4.83,37,1
41,Male,135486,2.46,4,18,7.0,0.63,4.1,7,3.02,6.24,6.49,5.56,63.58,52.43,2.23,0.8,0.17,0.25,0.36,0.44,6.61,32,300,1.78,5,1,416.83,8,5.53,2.68,7.56,21.65,3.66,2.71,7.13,69,2
55,Other,58749,3.3,7,12,5.65,1.16,0.58,1,5.59,8.74,3.84,8.11,77.79,69.3,0.69,0.09,0.5,0.06,0.54,0.6,0.77,19,219,1.49,10,0,103.06,6,4.45,8.3,6.06,20.15,12.62,7.15,2.65,41,10
21,Male,68120,7.3,12,9,6.82,0.58,5.54,4,6.48,4.55,4.97,6.75,70.79,74.16,6.71,0.75,0.29,0.55,0.67,0.04,13.32,6,81,1.32,7,0,153.69,4,9.38,5.07,7.53,20.34,16.55,1.77,6.24,20,8
53,Female,88124,5.86,5,11,2.76,0.14,2.37,9,6.32,6.83,6.3,5.44,55.35,37.73,3.57,0.78,0.11,0.57,0.83,0.45,9.24,43,167,0.92,3,1,1762.26,3,6.28,1.89,6.99,23.81,13.3,4.86,6.31,49,3
16,Female,54357,9.67,22,23,7.26,3.87,0.36,8,1.49,6.69,6.63,2.04,83.86,34.66,8.18,0.34,0.09,0.18,0.24,0.59,8.98,23,396,6.29,9,1,435.62,7,3.12,3.54,1.76,26.05,12.66,3.59,4.47,29,7
28,Female,26059,7.53,5,22,7.54,0.8,0.59,1,7.23,6.22,3.1,8.86,100.0,62.28,3.2,0.37,0.24,0.69,0.24,0.46,13.28,23,422,0.48,8,0,525.86,9,4.51,5.2,3.37,34.02,9.03,1.04,8.59,96,5
33,Female,16880,8.56,21,19,9.0,0.61,1.51,6,7.06,2.64,3.22,3.18,94.02,33.78,6.11,0.55,0.03,0.42,0.49,0.05,0.98,7,360,1.95,7,1,106.72,7,6.88,5.16,4.55,24.51,13.81,3.7,6.34,61,1
44,Male,36969,2.48,37,15,6.18,1.49,0.57,6,1.48,4.68,6.64,4.93,90.0,57.17,3.09,0.71,0.67,0.51,0.53,0.53,10.12,4,100,1.42,3,1,163.61,9,4.21,5.55,4.92,19.25,3.63,5.55,0.57,66,7
15,Male,38903,4.04,24,24,8.43,1.95,5.24,10,5.03,4.74,7.98,3.2,55.32,82.0,2.14,0.43,0.24,0.33,0.55,0.67,5.27,18,205,3.24,4,1,298.28,5,8.37,5.38,10.0,15.47,5.83,4.67,3.11,39,9
31,Female,104171,4.25,18,12,8.61,2.18,1.88,6,6.53,5.26,10.0,5.18,70.74,43.48,3.43,0.66,0.1,0.5,0.8,0.3,17.46,6,113,1.69,5,1,107.21,2,4.39,6.15,6.25,23.24,9.27,6.01,5.18,98,9
46,Female,11172,1.2,3,18,6.23,1.81,5.43,10,5.16,9.95,6.23,10.0,62.67,65.45,1.41,0.77,0.58,0.84,0.84,0.24,11.87,2,118,1.17,5,0,976.89,3,5.33,0.0,8.89,21.87,4.22,8.87,1.44,6,8
15,Female,39252,2.88,30,10,7.77,1.57,0.3,5,8.76,5.89,3.79,7.56,53.33,56.74,2.1,0.66,0.42,0.34,0.33,0.62,5.82,19,188,1.65,2,0,15.69,8,4.89,3.33,6.39,27.11,8.29,4.97,2.9,11,8
24,Female,13983,5.16,6,1,7.29,7.94,0.22,10,4.89,5.78,8.53,10.0,69.48,70.11,4.67,0.31,0.11,0.76,0.72,0.15,7.8,15,191,0.99,3,0,55.96,8,1.35,4.72,5.98,26.42,7.82,5.34,7.22,21,6
55,Male,67340,2.71,11,10,6.92,0.17,1.19,8,4.33,5.48,6.46,6.98,97.42,64.96,2.03,0.42,0.42,0.36,0.61,0.73,2.38,14,375,3.02,4,1,103.24,2,5.52,4.9,7.15,20.26,7.11,7.67,4.6,32,2
23,Female,7362,7.6,4,1,6.23,3.55,1.04,3,6.41,4.67,4.15,7.03,46.01,69.97,5.64,0.2,0.09,0.09,0.69,0.52,6.66,45,50,0.24,0,1,844.46,4,7.93,6.38,5.2,18.41,9.13,4.46,4.94,51,8
39,Female,76841,5.73,12,23,7.43,0.62,0.85,2,7.3,4.8,4.08,3.55,95.34,71.99,2.22,0.73,0.45,0.4,0.56,0.77,19.61,1,210,0.34,6,1,425.72,3,2.68,3.99,5.95,25.87,12.52,6.3,3.3,64,3
58,Female,138780,2.0,13,9,7.32,1.53,2.08,10,6.4,3.76,5.39,2.91,63.28,72.58,0.49,0.67,0.4,0.34,0.35,0.3,1.76,40,113,1.85,7,0,430.8,0,1.85,5.86,5.68,22.33,4.24,4.15,4.02,55,3
14,Other,28843,2.55,33,21,8.15,2.75,0.15,5,2.26,2.48,6.28,4.7,84.88,75.22,2.57,0.61,0.13,0.47,0.94,0.61,2.93,25,247,3.54,8,1,39.77,1,3.71,6.21,8.38,20.96,6.61,4.33,4.5,4,9
38,Male,55592,4.86,25,8,6.65,6.0,1.18,10,3.8,3.88,5.97,4.14,86.33,79.3,3.82,0.28,0.26,0.7,0.63,0.55,4.45,44,351,2.13,6,0,1116.2,1,7.16,6.21,4.02,26.94,7.5,4.89,0.45,50,2
51,Male,137548,1.94,11,15,6.31,0.66,0.03,8,6.55,3.65,7.97,5.84,72.12,93.4,1.53,0.45,0.14,0.47,0.66,0.35,11.15,38,292,2.07,7,0,237.77,5,5.15,3.62,10.0,28.75,3.04,6.01,0.44,53,10
14,Female,112732,7.02,5,0,9.78,0.98,0.58,2,2.58,1.98,5.87,6.57,71.15,65.32,5.27,0.26,0.26,0.46,0.29,0.65,2.75,21,445,3.41,2,1,106.4,0,5.16,3.32,5.9,21.89,10.28,8.04,3.43,65,1
17,Female,8716,1.97,23,3,8.35,0.56,0.19,4,5.2,3.02,6.79,9.61,42.08,69.74,0.88,0.54,0.51,0.31,0.46,0.72,0.89,17,137,1.18,1,1,158.62,9,4.79,4.26,5.14,20.37,3.12,2.58,2.84,19,5
41,Male,39793,4.99,27,14,6.65,2.56,2.31,6,2.75,9.36,5.77,5.6,39.57,72.96,3.46,0.42,0.07,0.62,0.47,0.5,4.34,48,357,1.65,9,1,450.28,1,4.78,4.57,8.79,23.53,11.09,6.91,2.3,29,4
58,Male,85465,6.78,5,7,4.25,0.31,1.53,9,5.41,2.94,6.66,6.0,100.0,71.08,4.69,0.2,0.33,0.09,0.62,0.28,1.44,27,477,2.36,5,0,1992.78,1,6.76,2.99,7.55,22.64,9.34,7.49,4.06,12,8
17,Female,83513,5.51,20,18,6.8,0.63,0.83,3,5.04,4.13,2.56,10.0,42.43,85.51,4.8,0.49,0.72,0.43,0.74,0.6,6.24,19,440,1.85,10,0,672.26,3,6.32,5.33,4.63,23.43,6.58,3.72,8.06,7,2
41,Female,72928,1.44,25,1,7.39,0.57,1.81,2,4.81,4.3,6.04,5.4,70.66,94.11,1.21,0.61,0.24,0.2,0.15,0.45,2.63,49,260,2.11,0,1,1169.56,3,5.54,1.97,7.52,19.57,6.37,3.31,2.65,31,7
27,Female,70267,2.67,25,15,6.83,1.42,0.45,4,5.81,8.5,5.7,8.8,78.31,68.66,1.12,0.08,0.17,0.42,0.77,0.4,15.41,29,195,2.72,2,0,701.25,2,3.33,4.43,6.5,24.68,3.17,7.54,4.74,97,2
56,Male,147086,9.27,6,18,5.88,1.41,0.5,4,1.97,3.95,3.93,7.33,72.35,56.29,5.47,0.56,0.16,0.57,0.37,0.22,0.71,16,317,0.92,8,1,282.81,0,4.27,0.97,3.58,27.13,11.05,5.66,5.91,21,8
15,Female,145545,5.06,15,5,8.1,0.64,8.84,6,4.11,7.26,7.94,4.39,80.48,48.89,4.92,0.65,0.38,0.36,0.45,0.46,4.5,36,271,0.52,0,0,839.88,9,4.91,5.31,5.38,20.64,6.9,2.47,1.5,91,9
14,Male,33021,1.23,34,3,7.41,1.41,1.62,7,0.81,8.08,4.91,6.69,46.17,83.52,1.29,0.4,0.45,0.6,0.59,0.17,5.56,14,154,2.21,3,1,18.6,9,0.62,4.18,8.45,22.66,2.36,2.75,7.5,53,1
57,Female,36443,2.62,34,0,8.25,1.3,1.25,4,2.75,5.89,5.6,3.75,77.92,65.69,2.22,0.54,0.44,0.6,0.71,0.33,1.58,36,248,2.58,1,1,999.19,8,2.4,5.4,2.62,29.55,4.5,5.03,5.59,33,10
54,Female,66970,7.19,31,12,6.04,1.4,0.79,8,5.51,1.3,4.44,5.26,69.78,81.92,4.54,0.15,0.25,0.68,0.77,0.52,3.19,22,5,3.0,7,0,166.33,4,6.9,7.65,7.98,29.64,10.48,6.05,7.83,39,4
24,Female,108808,7.46,9,21,5.64,0.6,4.15,6,1.41,2.74,3.86,3.99,72.22,77.8,6.15,0.33,0.48,0.38,0.53,0.88,6.92,43,489,1.04,8,1,10.61,3,5.41,6.22,7.66,24.89,12.5,5.54,6.01,56,3
39,Female,49208,0.94,37,17,5.95,1.83,0.57,6,7.34,8.74,5.6,3.95,85.26,71.44,0.0,0.47,0.12,0.33,0.66,0.5,9.68,25,341,1.21,6,0,719.26,4,9.18,7.32,4.22,15.43,2.2,5.53,1.68,66,1
43,Male,72994,1.46,37,12,5.48,1.22,6.37,4,3.5,6.22,5.15,3.92,57.91,65.24,2.51,0.33,0.08,0.37,0.44,0.48,7.24,40,270,4.27,5,1,400.72,6,3.32,7.47,10.0,18.98,9.97,5.98,3.73,45,4
55,Male,137688,0.43,28,17,7.53,0.96,2.16,9,4.63,3.18,6.61,8.58,68.5,31.93,0.07,0.72,0.62,0.55,0.49,0.34,4.25,35,392,0.3,6,1,285.85,4,7.95,6.67,8.68,29.97,3.12,4.19,6.09,97,1
35,Female,123654,0.5,34,22,6.75,1.25,1.73,8,3.78,0.0,5.66,6.3,52.17,85.31,0.0,0.83,0.19,0.25,0.78,0.12,0.89,8,74,0.53,5,0,743.75,0,2.94,5.08,5.77,22.25,2.42,7.51,5.98,10,9
49,Female,133699,9.73,20,0,3.93,1.81,0.01,8,4.82,7.81,7.82,4.07,73.52,58.18,8.5,0.62,0.17,0.29,0.28,0.3,6.1,42,153,1.32,10,1,1165.59,9,3.69,6.76,6.59,25.24,16.25,4.49,8.75,89,3
27,Female,63348,1.74,28,15,5.94,0.28,1.07,7,5.28,6.5,2.88,9.46,93.63,71.86,0.0,0.68,0.52,0.18,0.63,0.4,5.53,7,336,1.47,7,1,501.54,9,5.71,4.7,4.19,20.68,9.63,5.99,2.87,66,3
